,id,timeSpentInPark,daysAtPark,numberCheckin,distanceTraveled,numberThrill,numberKiddie,numberEveryone,numberShows,numberInfo
1107,1598831.0,111472.0,3.0,43.0,1798.589597262047,24.0,12.0,4.0,3.0,0.0
1108,1190398.0,111472.0,3.0,43.0,1798.589597262047,24.0,12.0,4.0,3.0,0.0
1109,1181497.0,111473.0,3.0,43.0,1798.589597262047,24.0,12.0,4.0,3.0,0.0
1110,928330.0,101527.0,3.0,51.0,2269.999749561588,24.0,9.0,12.0,6.0,0.0
1111,1656601.0,136349.0,3.0,98.0,3890.640653824341,69.0,3.0,23.0,3.0,0.0
1112,1184365.0,95547.0,2.0,68.0,2433.1444301207207,50.0,2.0,13.0,3.0,0.0
1113,735424.0,95549.0,2.0,68.0,2433.1444301207207,50.0,2.0,13.0,3.0,0.0
1114,1455873.0,95548.0,2.0,68.0,2433.1444301207207,50.0,2.0,13.0,3.0,0.0
1115,204101.0,95549.0,2.0,68.0,2433.1444301207207,50.0,2.0,13.0,3.0,0.0
1116,939665.0,116586.0,3.0,56.0,2454.3560947372266,24.0,14.0,14.0,4.0,0.0
1117,63694.0,41355.0,1.0,25.0,1082.3583713382523,9.0,6.0,8.0,2.0,0.0
1118,1565339.0,41355.0,1.0,25.0,1082.3583713382523,9.0,6.0,8.0,2.0,0.0
1119,521692.0,103366.0,3.0,42.0,2073.9359229751244,15.0,11.0,9.0,7.0,0.0
1120,1537168.0,103366.0,3.0,42.0,2073.9359229751244,15.0,11.0,9.0,7.0,0.0
1121,1898284.0,103365.0,3.0,42.0,2073.9359229751244,15.0,11.0,9.0,7.0,0.0
1122,443085.0,132400.0,3.0,82.0,3648.961586399409,66.0,3.0,6.0,7.0,0.0
1123,1879195.0,132399.0,3.0,82.0,3648.961586399409,66.0,3.0,6.0,7.0,0.0
1124,1820085.0,128791.0,3.0,95.0,3604.3804169963264,72.0,3.0,15.0,5.0,0.0
1125,735477.0,132399.0,3.0,82.0,3648.961586399409,66.0,3.0,6.0,7.0,0.0
1126,638668.0,116901.0,3.0,52.0,2136.1194146176927,34.0,6.0,4.0,7.0,1.0
1127,386611.0,116900.0,3.0,52.0,2136.1194146176927,34.0,6.0,4.0,7.0,1.0
1128,1604756.0,45068.0,1.0,22.0,933.5281892963357,9.0,4.0,7.0,2.0,0.0
1129,1164505.0,99631.0,3.0,49.0,2226.7549613631495,22.0,9.0,12.0,6.0,0.0
1130,694491.0,122715.0,3.0,57.0,2983.2050485981813,22.0,15.0,15.0,5.0,0.0
1131,510394.0,122718.0,3.0,57.0,2983.2050485981813,22.0,15.0,15.0,5.0,0.0
1132,1542464.0,40302.0,1.0,17.0,805.1348903606955,5.0,5.0,1.0,6.0,0.0
1133,603629.0,113216.0,3.0,51.0,2325.7842818927443,18.0,13.0,8.0,12.0,0.0
1134,1277248.0,40304.0,1.0,17.0,805.1348903606955,5.0,5.0,1.0,6.0,0.0
1135,20403.0,40304.0,1.0,17.0,805.1348903606955,5.0,5.0,1.0,6.0,0.0
1136,1786133.0,40831.0,1.0,31.0,1168.3296971760637,15.0,1.0,10.0,5.0,0.0
1137,1764441.0,40831.0,1.0,31.0,1168.3296971760637,15.0,1.0,10.0,5.0,0.0
1138,1595210.0,33431.0,1.0,17.0,639.6053051288295,8.0,2.0,5.0,2.0,0.0
1139,43513.0,40831.0,1.0,31.0,1168.3296971760637,15.0,1.0,10.0,5.0,0.0
1140,1983777.0,137678.0,3.0,96.0,3805.0018417027445,61.0,3.0,23.0,9.0,0.0
1141,873560.0,116750.0,3.0,58.0,2548.7874844790135,26.0,10.0,14.0,8.0,0.0
1142,1718288.0,34036.0,1.0,14.0,570.1848381746225,6.0,3.0,1.0,3.0,1.0
1143,1105719.0,34036.0,1.0,14.0,570.1848381746225,6.0,3.0,1.0,3.0,1.0
1144,662174.0,98117.0,3.0,40.0,1853.803167980093,16.0,13.0,5.0,5.0,1.0
1145,1798127.0,34036.0,1.0,14.0,570.1848381746225,6.0,3.0,1.0,3.0,1.0
1146,1234191.0,112273.0,3.0,52.0,2403.3971670562705,29.0,13.0,7.0,3.0,0.0
1147,115296.0,31705.0,1.0,16.0,707.7419647832038,4.0,6.0,3.0,3.0,0.0
1148,862889.0,97646.0,3.0,59.0,2626.701633656125,19.0,16.0,16.0,7.0,1.0
1149,699254.0,31705.0,1.0,16.0,707.7419647832038,4.0,6.0,3.0,3.0,0.0
1150,885675.0,112273.0,3.0,52.0,2403.3971670562705,29.0,13.0,7.0,3.0,0.0
1151,1352405.0,45447.0,3.0,33.0,1214.8239979125226,30.0,0.0,1.0,2.0,0.0
1152,1465836.0,96988.0,3.0,45.0,1995.5957097844396,21.0,9.0,8.0,7.0,0.0
1153,1469401.0,63156.0,2.0,31.0,1341.2785887840912,17.0,3.0,6.0,5.0,0.0
1154,1069549.0,63156.0,2.0,31.0,1341.2785887840912,17.0,3.0,6.0,5.0,0.0
1155,356121.0,93891.0,3.0,43.0,1800.047311384362,17.0,13.0,6.0,7.0,0.0
1156,1930644.0,32760.0,1.0,16.0,653.3744460010482,6.0,4.0,3.0,3.0,0.0
1157,1547652.0,110088.0,3.0,67.0,3076.8345996201183,25.0,18.0,18.0,6.0,0.0
1158,810887.0,32587.0,1.0,23.0,998.63489010917,6.0,8.0,6.0,3.0,0.0
1159,1755554.0,95696.0,3.0,41.0,2196.459362023205,19.0,14.0,7.0,1.0,0.0
1160,886431.0,95696.0,3.0,41.0,2196.459362023205,19.0,14.0,7.0,1.0,0.0
1161,1966966.0,95694.0,3.0,41.0,2196.459362023205,19.0,14.0,7.0,1.0,0.0
1162,443367.0,95695.0,3.0,41.0,2196.459362023205,19.0,14.0,7.0,1.0,0.0
1163,651614.0,44750.0,1.0,35.0,1240.0940157574419,25.0,0.0,5.0,5.0,0.0
1164,1439010.0,75321.0,2.0,36.0,1515.7561328273434,16.0,6.0,5.0,9.0,0.0
1165,872243.0,44748.0,1.0,35.0,1240.0940157574419,25.0,0.0,5.0,5.0,0.0
1166,687631.0,129572.0,3.0,87.0,3320.880154250083,60.0,0.0,17.0,10.0,0.0
1167,1861552.0,44748.0,1.0,35.0,1240.0940157574419,25.0,0.0,5.0,5.0,0.0
1168,217385.0,106344.0,3.0,52.0,2103.671587926988,27.0,8.0,6.0,11.0,0.0
1169,25792.0,112870.0,3.0,58.0,2608.1693521865,22.0,11.0,16.0,8.0,1.0
1170,1196426.0,112869.0,3.0,58.0,2608.1693521865,22.0,11.0,16.0,8.0,1.0
1171,226280.0,139053.0,3.0,85.0,3829.3307075265766,56.0,3.0,18.0,8.0,0.0
1172,757419.0,139052.0,3.0,85.0,3829.3307075265766,56.0,3.0,18.0,8.0,0.0
1173,744541.0,139053.0,3.0,85.0,3829.3307075265766,56.0,3.0,18.0,8.0,0.0
1174,444898.0,139053.0,3.0,85.0,3829.3307075265766,56.0,3.0,18.0,8.0,0.0
1175,1080834.0,83607.0,3.0,50.0,1930.3173074519912,21.0,13.0,11.0,5.0,0.0
1176,2024863.0,83608.0,3.0,50.0,1930.3173074519912,21.0,13.0,11.0,5.0,0.0
1177,1403341.0,116246.0,3.0,54.0,2349.7869523496365,26.0,12.0,10.0,6.0,0.0
1178,1196999.0,116243.0,3.0,54.0,2349.7869523496365,26.0,12.0,10.0,6.0,0.0
1179,888391.0,116245.0,3.0,54.0,2349.7869523496365,26.0,12.0,10.0,6.0,0.0
1180,1509635.0,110888.0,3.0,63.0,2761.1590627720866,34.0,15.0,9.0,5.0,0.0
1181,1385557.0,137346.0,3.0,83.0,3402.2551711741185,42.0,0.0,30.0,10.0,1.0
1182,1711423.0,137349.0,3.0,83.0,3402.2551711741185,42.0,0.0,30.0,10.0,1.0
1183,686826.0,137348.0,3.0,83.0,3402.2551711741185,42.0,0.0,30.0,10.0,1.0
1184,81292.0,71023.0,2.0,43.0,1848.1004508292374,21.0,12.0,5.0,5.0,0.0
1185,52671.0,71023.0,2.0,43.0,1848.1004508292374,21.0,12.0,5.0,5.0,0.0
1186,1027276.0,123806.0,3.0,82.0,3145.203883794195,59.0,3.0,15.0,5.0,0.0
1187,596157.0,123809.0,3.0,82.0,3145.203883794195,59.0,3.0,15.0,5.0,0.0
1188,2007515.0,124880.0,3.0,79.0,3282.4163393130857,58.0,3.0,12.0,5.0,1.0
1189,1104264.0,123809.0,3.0,82.0,3145.203883794195,59.0,3.0,15.0,5.0,0.0
1190,1566005.0,123810.0,3.0,82.0,3145.203883794195,59.0,3.0,15.0,5.0,0.0
1191,975680.0,40154.0,1.0,15.0,628.7253641202262,7.0,3.0,1.0,4.0,0.0
1192,1494146.0,40154.0,1.0,15.0,628.7253641202262,7.0,3.0,1.0,4.0,0.0
1193,1667330.0,40154.0,1.0,15.0,628.7253641202262,7.0,3.0,1.0,4.0,0.0
1194,173232.0,107581.0,3.0,41.0,1808.9846747708161,14.0,8.0,14.0,5.0,0.0
1195,1324567.0,131550.0,3.0,71.0,2695.987453358974,50.0,0.0,14.0,7.0,0.0
1196,64304.0,131553.0,3.0,71.0,2695.987453358974,50.0,0.0,14.0,7.0,0.0
1197,1196711.0,131553.0,3.0,71.0,2695.987453358974,50.0,0.0,14.0,7.0,0.0
1198,275872.0,61621.0,2.0,35.0,1480.7569633221851,16.0,6.0,8.0,5.0,0.0
1199,1687201.0,131549.0,3.0,71.0,2695.987453358974,50.0,0.0,14.0,7.0,0.0
1200,1713404.0,131553.0,3.0,71.0,2695.987453358974,50.0,0.0,14.0,7.0,0.0
1201,1034322.0,96599.0,3.0,56.0,2236.708814110423,28.0,11.0,11.0,6.0,0.0
1202,1679652.0,119002.0,3.0,52.0,2178.816829142446,29.0,9.0,11.0,3.0,0.0
1203,2061796.0,119000.0,3.0,52.0,2178.816829142446,29.0,9.0,11.0,3.0,0.0
1204,1141551.0,119003.0,3.0,52.0,2178.816829142446,29.0,9.0,11.0,3.0,0.0
1205,1115434.0,119000.0,3.0,52.0,2178.816829142446,29.0,9.0,11.0,3.0,0.0
1206,423283.0,119001.0,3.0,52.0,2178.816829142446,29.0,9.0,11.0,3.0,0.0
1207,891848.0,30929.0,1.0,14.0,675.3857912361043,4.0,5.0,2.0,3.0,0.0
1208,195248.0,30929.0,1.0,14.0,675.3857912361043,4.0,5.0,2.0,3.0,0.0
1209,236573.0,100707.0,3.0,35.0,1768.6103535432994,13.0,11.0,8.0,3.0,0.0
1210,1567378.0,113817.0,3.0,53.0,2466.656908867646,27.0,8.0,7.0,11.0,0.0
1211,271049.0,40857.0,1.0,20.0,914.853917939124,11.0,4.0,2.0,3.0,0.0
1212,88388.0,86161.0,2.0,60.0,2518.560396624672,34.0,2.0,13.0,10.0,1.0
1213,1429989.0,86161.0,2.0,60.0,2518.560396624672,34.0,2.0,13.0,10.0,1.0
1214,1874792.0,35342.0,1.0,16.0,723.301647462034,8.0,4.0,1.0,3.0,0.0
1215,1597848.0,132034.0,3.0,83.0,3651.8728834892477,50.0,3.0,18.0,11.0,1.0
1216,1954532.0,35344.0,1.0,16.0,723.301647462034,8.0,4.0,1.0,3.0,0.0
1217,452530.0,86163.0,2.0,60.0,2518.560396624672,34.0,2.0,13.0,10.0,1.0
1218,1697086.0,104572.0,3.0,45.0,2014.6016741992237,21.0,11.0,6.0,7.0,0.0
1219,1363727.0,94427.0,3.0,36.0,1747.5474239331513,16.0,7.0,9.0,4.0,0.0
1220,1078803.0,33760.0,1.0,17.0,772.9338939068136,8.0,3.0,5.0,1.0,0.0
1221,168789.0,86627.0,3.0,42.0,1966.6412176476588,16.0,12.0,7.0,7.0,0.0
1222,1059549.0,29117.0,1.0,19.0,875.0805487803915,9.0,5.0,1.0,4.0,0.0
1223,1045234.0,29117.0,1.0,19.0,875.0805487803915,9.0,5.0,1.0,4.0,0.0
1224,1677597.0,29115.0,1.0,19.0,875.0805487803915,9.0,5.0,1.0,4.0,0.0
1225,718869.0,108501.0,3.0,49.0,1787.9246264642654,25.0,13.0,8.0,2.0,1.0
1226,2025656.0,108504.0,3.0,49.0,1787.9246264642654,25.0,13.0,8.0,2.0,1.0
1227,1216041.0,108503.0,3.0,49.0,1787.9246264642654,25.0,13.0,8.0,2.0,1.0
1228,788576.0,144300.0,3.0,80.0,2973.419821564695,64.0,0.0,10.0,6.0,0.0
1229,2094112.0,93809.0,2.0,55.0,2021.572690977188,45.0,0.0,5.0,5.0,0.0
1230,475447.0,41161.0,3.0,25.0,741.9107475545204,16.0,4.0,4.0,1.0,0.0
1231,1678754.0,41159.0,3.0,25.0,741.9107475545204,16.0,4.0,4.0,1.0,0.0
1232,291624.0,41159.0,3.0,25.0,741.9107475545204,16.0,4.0,4.0,1.0,0.0
1233,956179.0,41159.0,3.0,25.0,741.9107475545204,16.0,4.0,4.0,1.0,0.0
1234,169093.0,41159.0,3.0,25.0,741.9107475545204,16.0,4.0,4.0,1.0,0.0
1235,574150.0,79341.0,2.0,37.0,1492.5911629019784,21.0,7.0,4.0,5.0,0.0
1236,1736353.0,116056.0,3.0,48.0,1943.5071985136099,24.0,10.0,8.0,6.0,0.0
1237,1917639.0,79342.0,2.0,37.0,1492.5911629019784,21.0,7.0,4.0,5.0,0.0
1238,848858.0,79340.0,2.0,37.0,1492.5911629019784,21.0,7.0,4.0,5.0,0.0
1239,684239.0,50687.0,2.0,27.0,1281.0613574033355,11.0,7.0,7.0,2.0,0.0
1240,1863437.0,50687.0,2.0,27.0,1281.0613574033355,11.0,7.0,7.0,2.0,0.0
1241,1320644.0,88365.0,3.0,45.0,2137.410218611006,19.0,11.0,11.0,4.0,0.0
1242,1724998.0,80394.0,3.0,45.0,2008.6274193922413,23.0,9.0,10.0,3.0,0.0
1243,966656.0,80393.0,3.0,45.0,2008.6274193922413,23.0,9.0,10.0,3.0,0.0
1244,17612.0,133737.0,3.0,92.0,3880.1087397207416,65.0,3.0,18.0,6.0,0.0
1245,2672.0,133735.0,3.0,92.0,3880.1087397207416,65.0,3.0,18.0,6.0,0.0
1246,99118.0,22899.0,1.0,9.0,298.611565270484,4.0,3.0,0.0,1.0,1.0
1247,411180.0,103081.0,3.0,46.0,2273.2868062132507,14.0,16.0,9.0,6.0,1.0
1248,626699.0,27844.0,1.0,15.0,673.5449406186648,5.0,5.0,3.0,2.0,0.0
1249,740139.0,98068.0,3.0,35.0,1598.8741481891911,15.0,11.0,5.0,4.0,0.0
1250,376940.0,27843.0,1.0,15.0,673.5449406186648,5.0,5.0,3.0,2.0,0.0
1251,578583.0,92866.0,2.0,66.0,2527.3140014662767,52.0,0.0,11.0,3.0,0.0
1252,1642537.0,92868.0,2.0,66.0,2527.3140014662767,52.0,0.0,11.0,3.0,0.0
1253,1093081.0,92868.0,2.0,66.0,2527.3140014662767,52.0,0.0,11.0,3.0,0.0
1254,1631132.0,138624.0,3.0,91.0,3458.42341517999,73.0,0.0,15.0,3.0,0.0
1255,608482.0,43328.0,3.0,28.0,965.3296227146353,14.0,6.0,6.0,2.0,0.0
1256,164193.0,43328.0,3.0,28.0,965.3296227146353,14.0,6.0,6.0,2.0,0.0
1257,1482663.0,43330.0,3.0,28.0,965.3296227146353,14.0,6.0,6.0,2.0,0.0
1258,1061543.0,43330.0,3.0,28.0,965.3296227146353,14.0,6.0,6.0,2.0,0.0
1259,272299.0,43330.0,3.0,28.0,965.3296227146353,14.0,6.0,6.0,2.0,0.0
1260,4343.0,43330.0,3.0,28.0,965.3296227146353,14.0,6.0,6.0,2.0,0.0
1261,1304803.0,43329.0,3.0,28.0,965.3296227146353,14.0,6.0,6.0,2.0,0.0
1262,1213994.0,39829.0,1.0,19.0,921.0556193452237,9.0,4.0,4.0,2.0,0.0
1263,1887849.0,114373.0,3.0,52.0,2388.5851014969376,28.0,10.0,9.0,5.0,0.0
1264,1297695.0,39829.0,1.0,19.0,921.0556193452237,9.0,4.0,4.0,2.0,0.0
1265,233486.0,107815.0,3.0,56.0,2342.8556745570663,31.0,9.0,6.0,10.0,0.0
1266,725044.0,107813.0,3.0,56.0,2342.8556745570663,31.0,9.0,6.0,10.0,0.0
1267,1528090.0,42083.0,1.0,35.0,1240.8772536060658,25.0,0.0,8.0,2.0,0.0
1268,973520.0,107815.0,3.0,56.0,2342.8556745570663,31.0,9.0,6.0,10.0,0.0
1269,1595318.0,137609.0,3.0,90.0,3666.099178779768,64.0,0.0,20.0,6.0,0.0
1270,1532160.0,42083.0,1.0,35.0,1240.8772536060658,25.0,0.0,8.0,2.0,0.0
1271,1718690.0,104684.0,3.0,48.0,2207.48953202184,25.0,12.0,8.0,3.0,0.0
1272,27774.0,104681.0,3.0,48.0,2207.48953202184,25.0,12.0,8.0,3.0,0.0
1273,443711.0,104681.0,3.0,48.0,2207.48953202184,25.0,12.0,8.0,3.0,0.0
1274,595748.0,104681.0,3.0,48.0,2207.48953202184,25.0,12.0,8.0,3.0,0.0
1275,1210500.0,115721.0,3.0,38.0,1662.6260679502473,20.0,9.0,5.0,4.0,0.0
1276,2095284.0,115721.0,3.0,38.0,1662.6260679502473,20.0,9.0,5.0,4.0,0.0
1277,998575.0,115719.0,3.0,37.0,1657.2181543836641,19.0,9.0,5.0,4.0,0.0
1278,1898006.0,115719.0,3.0,38.0,1662.6260679502473,20.0,9.0,5.0,4.0,0.0
1279,1976906.0,115719.0,3.0,38.0,1662.6260679502473,20.0,9.0,5.0,4.0,0.0
1280,1397469.0,141218.0,3.0,93.0,3259.8760586969593,67.0,0.0,20.0,6.0,0.0
1281,105331.0,101022.0,3.0,53.0,2293.52681272373,31.0,8.0,11.0,2.0,1.0
1282,254180.0,101023.0,3.0,53.0,2293.52681272373,31.0,8.0,11.0,2.0,1.0
1283,2059479.0,92520.0,3.0,49.0,2526.680814298885,25.0,10.0,9.0,5.0,0.0
1284,1980233.0,92519.0,3.0,49.0,2526.680814298885,25.0,10.0,9.0,5.0,0.0
1285,1679381.0,92516.0,3.0,49.0,2526.680814298885,25.0,10.0,9.0,5.0,0.0
1286,359592.0,92519.0,3.0,49.0,2526.680814298885,25.0,10.0,9.0,5.0,0.0
1287,1729147.0,120001.0,3.0,68.0,3286.8905668818556,36.0,13.0,12.0,7.0,0.0
1288,1749640.0,120001.0,3.0,68.0,3286.8905668818556,36.0,13.0,12.0,7.0,0.0
1289,1472727.0,109872.0,3.0,55.0,2461.193051404502,27.0,15.0,8.0,5.0,0.0
1290,111975.0,109874.0,3.0,55.0,2461.193051404502,27.0,15.0,8.0,5.0,0.0
1291,793703.0,109871.0,3.0,55.0,2461.193051404502,27.0,15.0,8.0,5.0,0.0
1292,241972.0,84243.0,2.0,60.0,2385.0043283483596,41.0,2.0,13.0,4.0,0.0
1293,896394.0,119527.0,3.0,46.0,1990.9319605608878,19.0,8.0,9.0,9.0,1.0
1294,1730554.0,131037.0,3.0,91.0,3844.322685664299,64.0,3.0,17.0,7.0,0.0
1295,710414.0,84244.0,2.0,60.0,2385.0043283483596,41.0,2.0,13.0,4.0,0.0
1296,1463578.0,81868.0,2.0,31.0,1397.2593593685185,13.0,4.0,5.0,8.0,1.0
1297,619428.0,81318.0,3.0,35.0,1398.6884396079568,18.0,8.0,6.0,3.0,0.0
1298,1287048.0,81319.0,3.0,35.0,1398.6884396079568,18.0,8.0,6.0,3.0,0.0
1299,1541685.0,81318.0,3.0,35.0,1398.6884396079568,18.0,8.0,6.0,3.0,0.0
1300,171066.0,81319.0,3.0,35.0,1398.6884396079568,18.0,8.0,6.0,3.0,0.0
1301,1886565.0,81318.0,3.0,35.0,1398.6884396079568,18.0,8.0,6.0,3.0,0.0
1302,1487615.0,113531.0,3.0,63.0,2579.1320387239816,29.0,14.0,12.0,8.0,0.0
1303,1562534.0,39432.0,1.0,21.0,726.2603770582175,10.0,1.0,6.0,4.0,0.0
1304,1275173.0,134582.0,3.0,87.0,3626.1415241843574,67.0,3.0,10.0,7.0,0.0
1305,1527648.0,135226.0,3.0,84.0,3562.0149497981733,64.0,3.0,10.0,7.0,0.0
1306,46423.0,134584.0,3.0,87.0,3626.1415241843574,67.0,3.0,10.0,7.0,0.0
1307,2087553.0,135226.0,3.0,84.0,3562.0149497981733,64.0,3.0,10.0,7.0,0.0
1308,704004.0,135225.0,3.0,84.0,3562.0149497981733,64.0,3.0,10.0,7.0,0.0
1309,1998550.0,135225.0,3.0,84.0,3562.0149497981733,64.0,3.0,10.0,7.0,0.0
1310,1524136.0,134586.0,3.0,87.0,3626.1415241843574,67.0,3.0,10.0,7.0,0.0
1311,137622.0,136218.0,3.0,109.0,4381.023904771909,82.0,3.0,18.0,6.0,0.0
1312,135051.0,125334.0,3.0,87.0,3799.244395744553,45.0,18.0,19.0,5.0,0.0
1313,1134427.0,125333.0,3.0,88.0,3875.3213584281234,45.0,19.0,19.0,5.0,0.0
1314,579897.0,125332.0,3.0,88.0,3875.3213584281234,45.0,19.0,19.0,5.0,0.0
1315,1773176.0,125334.0,3.0,88.0,3875.3213584281234,45.0,19.0,19.0,5.0,0.0
1316,1259987.0,83931.0,2.0,45.0,2008.6802067205322,22.0,10.0,7.0,6.0,0.0
1317,657135.0,83931.0,2.0,45.0,2008.6802067205322,22.0,10.0,7.0,6.0,0.0
1318,741636.0,124765.0,3.0,66.0,2980.930634504703,32.0,14.0,13.0,7.0,0.0
1319,950716.0,83932.0,2.0,45.0,2008.6802067205322,22.0,10.0,7.0,6.0,0.0
1320,216900.0,103882.0,3.0,51.0,2426.409633788934,19.0,12.0,14.0,6.0,0.0
1321,2015695.0,101014.0,3.0,50.0,2380.616621221513,19.0,12.0,13.0,6.0,0.0
1322,1574616.0,103884.0,3.0,51.0,2426.409633788934,19.0,12.0,14.0,6.0,0.0
1323,1434450.0,86363.0,3.0,42.0,1627.5739688197928,25.0,5.0,9.0,3.0,0.0
1324,40570.0,86361.0,3.0,42.0,1627.5739688197928,25.0,5.0,9.0,3.0,0.0
1325,1379300.0,86363.0,3.0,42.0,1627.5739688197928,25.0,5.0,9.0,3.0,0.0
1326,1217871.0,86361.0,3.0,42.0,1627.5739688197928,25.0,5.0,9.0,3.0,0.0
1327,504304.0,27863.0,1.0,13.0,564.8815330109159,7.0,4.0,0.0,2.0,0.0
1328,1739814.0,27863.0,1.0,13.0,564.8815330109159,7.0,4.0,0.0,2.0,0.0
1329,1514367.0,27865.0,1.0,13.0,564.8815330109159,7.0,4.0,0.0,2.0,0.0
1330,620478.0,105135.0,3.0,41.0,1814.4650221954575,20.0,12.0,5.0,4.0,0.0
1331,96152.0,40358.0,1.0,20.0,642.3341952455398,10.0,3.0,3.0,4.0,0.0
1332,953272.0,114389.0,3.0,51.0,1919.5904444452692,25.0,9.0,9.0,7.0,1.0
1333,523661.0,40358.0,1.0,20.0,642.3341952455398,10.0,3.0,3.0,4.0,0.0
1334,1578431.0,40358.0,1.0,20.0,642.3341952455398,10.0,3.0,3.0,4.0,0.0
1335,232689.0,133515.0,3.0,91.0,3641.7230698639805,69.0,3.0,11.0,7.0,1.0
1336,174785.0,129450.0,3.0,83.0,3149.6957051248683,54.0,3.0,16.0,10.0,0.0
1337,186726.0,133514.0,3.0,91.0,3641.7230698639805,69.0,3.0,11.0,7.0,1.0
1338,773058.0,133515.0,3.0,91.0,3641.7230698639805,69.0,3.0,11.0,7.0,1.0
1339,1950381.0,129450.0,3.0,83.0,3149.6957051248683,54.0,3.0,16.0,10.0,0.0
1340,1365563.0,129452.0,3.0,83.0,3149.6957051248683,54.0,3.0,16.0,10.0,0.0
1341,1975742.0,129450.0,3.0,83.0,3149.6957051248683,54.0,3.0,16.0,10.0,0.0
1342,1180289.0,43542.0,1.0,26.0,1111.905443179423,13.0,2.0,5.0,6.0,0.0
1343,268856.0,88686.0,3.0,67.0,2431.6024073474787,47.0,0.0,12.0,8.0,0.0
1344,367517.0,88684.0,3.0,67.0,2431.6024073474787,47.0,0.0,12.0,8.0,0.0
1345,1325405.0,88686.0,3.0,67.0,2431.6024073474787,47.0,0.0,12.0,8.0,0.0
1346,1279087.0,117793.0,3.0,66.0,3050.5450294796046,33.0,11.0,14.0,7.0,1.0
1347,1494148.0,88685.0,3.0,67.0,2431.6024073474787,47.0,0.0,12.0,8.0,0.0
1348,577571.0,93007.0,3.0,51.0,2286.002388341302,21.0,18.0,9.0,3.0,0.0
1349,986641.0,51335.0,2.0,33.0,1216.0070313268363,9.0,13.0,8.0,3.0,0.0
1350,744879.0,86393.0,2.0,47.0,2054.026223888763,24.0,8.0,10.0,5.0,0.0
1351,528530.0,125825.0,3.0,65.0,2873.873080051157,33.0,12.0,12.0,8.0,0.0
1352,1898399.0,15709.0,1.0,8.0,152.42360899426265,5.0,0.0,2.0,1.0,0.0
1353,294028.0,15709.0,1.0,8.0,152.42360899426265,5.0,0.0,2.0,1.0,0.0
1354,1391811.0,15707.0,1.0,8.0,152.42360899426265,5.0,0.0,2.0,1.0,0.0
1355,1025484.0,15709.0,1.0,8.0,152.42360899426265,5.0,0.0,2.0,1.0,0.0
1356,590879.0,38407.0,3.0,18.0,489.62045648042226,11.0,1.0,5.0,1.0,0.0
1357,116009.0,77195.0,2.0,65.0,2747.2759542466265,46.0,2.0,12.0,5.0,0.0
1358,2064523.0,110563.0,3.0,59.0,2476.3936702548026,24.0,16.0,12.0,7.0,0.0
1359,293920.0,110564.0,3.0,59.0,2476.3936702548026,24.0,16.0,12.0,7.0,0.0
1360,1521668.0,125771.0,3.0,96.0,3797.6289383763674,64.0,3.0,24.0,5.0,0.0
1361,1626629.0,77193.0,2.0,65.0,2747.2759542466265,46.0,2.0,12.0,5.0,0.0
1362,1517572.0,110566.0,3.0,59.0,2476.3936702548026,24.0,16.0,12.0,7.0,0.0
1363,1909047.0,77193.0,2.0,65.0,2747.2759542466265,46.0,2.0,12.0,5.0,0.0
1364,1206646.0,119150.0,3.0,42.0,1920.646992970802,17.0,14.0,4.0,7.0,0.0
1365,1310461.0,119149.0,3.0,42.0,1920.646992970802,17.0,14.0,4.0,7.0,0.0
1366,1796806.0,119152.0,3.0,42.0,1920.646992970802,17.0,14.0,4.0,7.0,0.0
1367,865019.0,119149.0,3.0,42.0,1920.646992970802,17.0,14.0,4.0,7.0,0.0
1368,560114.0,124435.0,3.0,83.0,3452.986030971123,60.0,0.0,16.0,7.0,0.0
1369,850324.0,100552.0,3.0,42.0,1637.0954772253824,15.0,11.0,8.0,8.0,0.0
1370,242353.0,103323.0,3.0,49.0,2166.4559584491544,24.0,7.0,8.0,10.0,0.0
1371,1925213.0,133906.0,3.0,83.0,3639.3809295986543,56.0,3.0,17.0,6.0,1.0
1372,474236.0,133904.0,3.0,83.0,3639.3809295986543,56.0,3.0,17.0,6.0,1.0
1373,92371.0,38290.0,1.0,22.0,982.1255753280524,13.0,4.0,2.0,3.0,0.0
1374,1264051.0,117593.0,3.0,53.0,2267.1955341548346,21.0,10.0,14.0,8.0,0.0
1375,620880.0,38290.0,1.0,22.0,982.1255753280524,13.0,4.0,2.0,3.0,0.0
1376,1738264.0,38291.0,1.0,22.0,982.1255753280524,13.0,4.0,2.0,3.0,0.0
1377,444736.0,75886.0,3.0,41.0,1730.6087081638464,17.0,9.0,8.0,7.0,0.0
1378,1029556.0,29533.0,1.0,16.0,621.9571555164744,7.0,4.0,2.0,3.0,0.0
1379,961303.0,29531.0,1.0,16.0,621.9571555164744,7.0,4.0,2.0,3.0,0.0
1380,977857.0,29531.0,1.0,16.0,621.9571555164744,7.0,4.0,2.0,3.0,0.0
1381,800878.0,134784.0,3.0,77.0,3643.2832911350165,38.0,19.0,12.0,8.0,0.0
1382,1584300.0,134783.0,3.0,77.0,3643.2832911350165,38.0,19.0,12.0,8.0,0.0
1383,2042333.0,134782.0,3.0,77.0,3643.2832911350165,38.0,19.0,12.0,8.0,0.0
1384,394459.0,134783.0,3.0,77.0,3643.2832911350165,38.0,19.0,12.0,8.0,0.0
